state,last_update,lat,long,confirmed,deaths,recovered,active,fips,incident_rate,people_tested,people_hospitalized,mortality_rate,testing_rate,hospitalization_rate,date,month_abbr,day,state_abbr
South Dakota,2020-04-30T02:32:31Z,44.2998,-99.4388,2373,13,1492,2360,46,322.46579661145927,16833,165,0.5478297513695743,2287.4280465068246,6.95322376738306,2020-04-30,Apr,30,SD
Tennessee,2020-04-30T02:32:31Z,35.7478,-86.6923,10366,195,5140,10171,47,157.8996513138223,168549,1013,1.8811499131776963,2567.4154282552026,9.772332625892341,2020-04-30,Apr,30,TN
Texas,2020-04-30T02:32:31Z,31.0545,-97.5635,27257,754,12507,26503,48,118.5882993371072,314790,NA,2.766261877682797,1369.571513678247,NA,2020-04-30,Apr,30,TX
Utah,2020-04-30T02:32:31Z,40.15,-111.8624,4497,45,1790,4452,49,156.91504395505467,105778,383,1.0006671114076051,3690.9405202307703,8.516788970424727,2020-04-30,Apr,30,UT
Vermont,2020-04-30T02:32:31Z,44.0459,-72.7107,862,47,NA,815,50,141.17469795656996,15429,NA,5.452436194895592,2526.89607282125,NA,2020-04-30,Apr,30,VT
Virginia,2020-04-30T02:32:31Z,37.7693,-78.17,14962,522,2042,14440,51,189.2192335369023,85940,3608,3.4888383905894935,1086.8534240182719,24.114423205453818,2020-04-30,Apr,30,VA
Washington,2020-04-30T02:32:31Z,47.4009,-121.4905,14070,801,NA,13269,53,186.3723528867117,182515,NA,5.6929637526652455,2417.6083857226854,NA,2020-04-30,Apr,30,WA
West Virginia,2020-04-30T02:32:31Z,38.4912,-80.9545,1110,38,504,1072,54,83.90035359085955,43071,NA,3.4234234234234235,3255.560477037758,NA,2020-04-30,Apr,30,WV
Wisconsin,2020-04-30T02:32:31Z,44.2685,-89.6165,6520,308,NA,6212,55,126.0007834465891,73150,1489,4.723926380368098,1413.6437590671767,22.837423312883434,2020-04-30,Apr,30,WI
Wyoming,2020-04-30T02:32:31Z,42.756,-107.3025,545,7,362,538,56,109.60501970879254,9217,56,1.2844036697247707,1853.632048909983,10.275229357798166,2020-04-30,Apr,30,WY
Alabama,2020-05-01T02:32:32Z,32.3182,-86.9023,7088,272,0,6816,1,151.16561528222948,87196,978,3.8374717832957113,1859.6271148630478,13.797968397291196,2020-05-01,May,1,AL
Alaska,2020-05-01T02:32:32Z,61.3707,-152.4044,355,9,252,94,2,59.38947618482005,19119,NA,2.535211267605634,3198.499704725562,NA,2020-05-01,May,1,AK
Arizona,2020-05-01T02:32:32Z,33.7298,-111.4312,7655,320,1499,5836,4,105.16963360438385,71786,1169,4.1802743305029395,986.2452407477856,15.27106466361855,2020-05-01,May,1,AZ
Arkansas,2020-05-01T02:32:32Z,34.9697,-92.3731,3281,61,1305,1915,5,126.72714498535551,48379,402,1.8591892715635476,1868.6170518886051,12.252362084730265,2020-05-01,May,1,AR
California,2020-05-01T02:32:32Z,36.1162,-119.6816,50130,2031,0,48099,6,127.8545381092219,625337,NA,4.05146618791143,1594.8967344425791,NA,2020-05-01,May,1,CA
Colorado,2020-05-01T02:32:32Z,39.0598,-105.3111,15284,777,2415,12092,8,269.71068217708967,71059,2621,5.083747710023554,1253.949971527206,17.14865218529181,2020-05-01,May,1,CO
Connecticut,2020-05-01T02:32:32Z,41.5978,-72.7554,27700,2257,0,25443,9,776.9360503095543,97133,NA,8.148014440433213,2724.4090026973986,NA,2020-05-01,May,1,CT
Delaware,2020-05-01T02:32:32Z,39.3185,-75.5071,4734,152,1275,3307,10,486.154756183223,21820,NA,3.2108153781157585,2240.789349370073,NA,2020-05-01,May,1,DE
District of Columbia,2020-05-01T02:32:32Z,38.8974,-77.0268,4323,224,660,3439,11,612.5407191508596,20079,NA,5.181586860976174,2845.062479720127,NA,2020-05-01,May,1,DC
Florida,2020-05-01T02:32:32Z,27.7663,-81.6868,33690,1268,0,32422,12,158.6710552628349,382405,5795,3.763728109231226,1801.0271560636504,17.20094983674681,2020-05-01,May,1,FL
Georgia,2020-05-01T02:32:32Z,33.0406,-83.6431,26264,1132,0,25132,13,259.0293127014605,149044,5156,4.310082241851965,1469.9499269828086,19.631434663417608,2020-05-01,May,1,GA
Hawaii,2020-05-01T02:32:32Z,21.0943,-157.4983,618,16,516,86,15,43.65066471910303,30640,69,2.588996763754045,2164.1688786299624,11.16504854368932,2020-05-01,May,1,HI
Idaho,2020-05-01T02:32:32Z,44.2405,-114.4788,1984,60,1121,803,16,123.19178489621527,28693,175,3.024193548387097,1781.6239334814036,8.820564516129032,2020-05-01,May,1,ID
Illinois,2020-05-01T02:32:32Z,40.3495,-88.9861,52918,2355,0,50563,17,450.9165361313938,269867,NA,4.45028156770853,2299.5482228385586,NA,2020-05-01,May,1,IL
Indiana,2020-05-01T02:32:32Z,39.8494,-86.2583,17835,1114,0,16721,18,272.53998093519033,94998,NA,6.24614522007289,1451.6822600998717,NA,2020-05-01,May,1,IN
Iowa,2020-05-01T02:32:32Z,42.0115,-93.2105,7145,162,2697,4286,19,272.6357292843589,42667,NA,2.2673198040587823,1628.0683920749811,NA,2020-05-01,May,1,IA
Kansas,2020-05-01T02:32:32Z,38.5266,-96.7265,4413,134,272,4007,20,180.9727995380744,31626,523,3.0364831180602763,1296.9512255135148,11.851348289145706,2020-05-01,May,1,KS
Kentucky,2020-05-01T02:32:32Z,37.6681,-84.6701,4708,240,1668,2800,21,137.52799562294078,54101,1359,5.097706032285472,1580.3742759551228,28.86576040781648,2020-05-01,May,1,KY
Louisiana,2020-05-01T02:32:32Z,31.1695,-91.8678,28001,1905,17303,8793,22,609.0793963194646,161309,NA,6.803328452555266,3508.802840644853,NA,2020-05-01,May,1,LA
Maine,2020-05-01T02:32:32Z,44.6939,-69.3819,1095,53,631,411,23,93.27039214450352,20641,170,4.840182648401827,1758.16818653397,15.525114155251142,2020-05-01,May,1,ME
Maryland,2020-05-01T02:32:32Z,39.0639,-76.8021,21742,1140,1432,19170,24,365.821546320374,114359,4559,5.243307883359397,1924.1553774101578,20.968632140557446,2020-05-01,May,1,MD
Massachusetts,2020-05-01T02:32:32Z,42.2302,-71.5301,62205,3562,0,58643,25,906.2801037097386,275647,5942,5.726227795193313,4015.9696446793396,9.552286793666104,2020-05-01,May,1,MA
Michigan,2020-05-01T02:32:32Z,43.3266,-84.5361,41379,3789,8342,29248,26,519.363058236214,180267,NA,9.156818676140071,2262.597462941772,NA,2020-05-01,May,1,MI
Minnesota,2020-05-01T02:32:32Z,45.6945,-93.9002,5136,343,2172,2621,27,103.83212512579739,70276,1044,6.678348909657321,1420.7372323482355,20.327102803738317,2020-05-01,May,1,MN
Mississippi,2020-05-01T02:32:32Z,32.7416,-89.6787,6815,261,3413,3141,28,235.38912257020743,66340,1175,3.8297872340425534,2291.3740852982482,17.24137931034483,2020-05-01,May,1,MS
Missouri,2020-05-01T02:32:32Z,38.4561,-92.2884,7818,350,0,7468,29,133.4253555278852,80687,NA,4.476848298797647,1377.0390971448544,NA,2020-05-01,May,1,MO
Montana,2020-05-01T02:32:32Z,46.9219,-110.4544,453,16,392,45,30,52.3102540800266,13914,61,3.532008830022075,1606.721578961347,13.465783664459162,2020-05-01,May,1,MT
Nebraska,2020-05-01T02:32:32Z,41.1254,-98.2681,4281,70,0,4211,31,280.6712507670763,25321,NA,1.635131978509694,1660.097346571628,NA,2020-05-01,May,1,NE
Nevada,2020-05-01T02:32:32Z,38.3135,-117.0554,5053,243,158,4652,32,167.50107816595434,41986,NA,4.809024341975064,1391.7871102069582,NA,2020-05-01,May,1,NV
New Hampshire,2020-05-01T02:32:32Z,43.4525,-71.5639,2146,72,980,1094,33,161.57837831326026,21921,259,3.3550792171481825,1650.4937702725902,12.068965517241379,2020-05-01,May,1,NH
New Jersey,2020-05-01T02:32:32Z,40.2989,-74.521,118652,7228,15642,95782,34,1335.8417237190379,247918,NA,6.091764150625358,2791.181003783977,NA,2020-05-01,May,1,NJ
New Mexico,2020-05-01T02:32:32Z,34.8405,-106.2485,3411,123,734,2554,35,204.5536730007742,65085,536,3.6059806508355323,3903.0711835987654,15.713866901201994,2020-05-01,May,1,NM
New York,2020-05-01T02:32:32Z,42.1657,-74.9481,304372,23587,54771,226014,36,1805.1808831313635,900636,66369,7.749398762041187,5341.525796919226,21.80522518497102,2020-05-01,May,1,NY
North Carolina,2020-05-01T02:32:32Z,35.6301,-79.8064,10754,406,0,10348,37,108.43048536102744,128036,NA,3.775339408592152,1290.9620256355317,NA,2020-05-01,May,1,NC
North Dakota,2020-05-01T02:32:32Z,47.5289,-99.78399999999999,1067,19,458,590,38,175.9512415528563,27460,85,1.780693533270853,4528.229702944173,7.966260543580131,2020-05-01,May,1,ND
Ohio,2020-05-01T02:32:32Z,40.3888,-82.7649,18027,976,0,17051,39,161.3318942603541,133890,3533,5.414101070616298,1198.2430422432355,19.59838020746658,2020-05-01,May,1,OH
Oklahoma,2020-05-01T02:32:32Z,35.5653,-96.9289,3618,222,2401,995,40,98.91640333614572,63422,703,6.135986733001658,1733.9624467620324,19.43062465450525,2020-05-01,May,1,OK
Oregon,2020-05-01T02:32:32Z,44.571999999999996,-122.0709,2510,103,0,2407,41,62.639222534946946,56032,578,4.103585657370518,1398.3270585968714,23.02788844621514,2020-05-01,May,1,OR
Pennsylvania,2020-05-01T02:32:32Z,40.5908,-77.2098,47971,2475,0,45496,42,381.1003887428931,221365,NA,5.15936711763357,1758.6101510093706,NA,2020-05-01,May,1,PA
Rhode Island,2020-05-01T02:32:32Z,41.6809,-71.5118,8621,266,461,7894,44,813.7924654579506,63710,896,3.0854889223987936,6014.002780921706,10.39322584386962,2020-05-01,May,1,RI
South Carolina,2020-05-01T02:32:32Z,33.8569,-80.945,6095,244,3252,2599,45,120.93313954930332,56512,1000,4.003281378178835,1121.2754031518014,16.406890894175554,2020-05-01,May,1,SC
South Dakota,2020-05-01T02:32:32Z,44.2998,-99.4388,2449,17,1573,859,46,332.7933990313796,17028,173,0.69416088199265,2313.9265000842515,7.0641077991016745,2020-05-01,May,1,SD
Tennessee,2020-05-01T02:32:32Z,35.7478,-86.6923,10735,199,5140,5396,47,163.5204280198613,168549,1013,1.8537494177922682,2567.4154282552026,9.43642291569632,2020-05-01,May,1,TN
Texas,2020-05-01T02:32:32Z,31.0545,-97.5635,28727,812,12507,15408,48,124.9838967992471,314790,NA,2.8266091133776587,1369.571513678247,NA,2020-05-01,May,1,TX
Utah,2020-05-01T02:32:32Z,40.15,-111.8624,4672,46,1939,2687,49,163.02136654614532,108501,390,0.9845890410958904,3785.95489974814,8.347602739726028,2020-05-01,May,1,UT
Vermont,2020-05-01T02:32:32Z,44.0459,-72.7107,866,49,0,817,50,141.82980096332898,15652,NA,5.658198614318707,2563.418065448066,NA,2020-05-01,May,1,VT
Virginia,2020-05-01T02:32:32Z,37.7693,-78.17,15847,552,2104,13191,51,200.41152211330643,91509,3654,3.483309143686502,1157.2826388001868,23.05799204896826,2020-05-01,May,1,VA
Washington,2020-05-01T02:32:32Z,47.4009,-121.4905,14327,814,0,13513,53,189.77659557980942,187800,NA,5.681580233126265,2487.613921259734,NA,2020-05-01,May,1,WA
West Virginia,2020-05-01T02:32:32Z,38.4912,-80.9545,1125,41,545,539,54,85.03414215289818,44541,NA,3.6444444444444444,3366.671756117545,NA,2020-05-01,May,1,WV
Wisconsin,2020-05-01T02:32:32Z,44.2685,-89.6165,6854,316,3352,3186,55,132.45542480719658,76248,1512,4.610446454625037,1473.5134564778414,22.06011088415524,2020-05-01,May,1,WI
Wyoming,2020-05-01T02:32:32Z,42.756,-107.3025,559,7,371,181,56,112.42056149947712,9446,56,1.2522361359570662,1899.6862682004667,10.01788908765653,2020-05-01,May,1,WY
Alabama,2020-05-02T02:32:31Z,32.3182,-86.9023,7294,289,0,7005,1,155.5589726112559,91933,1008,3.962160680010968,1960.6530064533301,13.81957773512476,2020-05-02,May,2,AL
Alaska,2020-05-02T02:32:31Z,61.3707,-152.4044,364,9,254,101,2,60.89512487682957,20325,NA,2.4725274725274726,3400.2566294548383,NA,2020-05-02,May,2,AK
Arizona,2020-05-02T02:32:31Z,33.7298,-111.4312,7969,330,1528,6111,4,109.48358069148725,74879,1203,4.141046555402183,1028.7389934242533,15.095996988329778,2020-05-02,May,2,AZ
Arkansas,2020-05-02T02:32:31Z,34.9697,-92.3731,3337,64,1973,1300,5,128.89011972451428,49676,414,1.917890320647288,1918.7130918294788,12.406353011687145,2020-05-02,May,2,AR
California,2020-05-02T02:32:31Z,36.1162,-119.6816,52026,2126,0,49900,6,132.6902094488406,654985,NA,4.08641832929689,1670.5127596941693,NA,2020-05-02,May,2,CA
Colorado,2020-05-02T02:32:31Z,39.0598,-105.3111,15793,821,2486,12486,8,278.69280316820056,72390,2697,5.198505667067688,1277.4376002878514,17.077186095105425,2020-05-02,May,2,CO
Connecticut,2020-05-02T02:32:31Z,41.5978,-72.7554,28764,2339,4346,22079,9,806.7793700759574,100257,7758,8.131692393269365,2812.031682161913,26.971214017521902,2020-05-02,May,2,CT
Delaware,2020-05-02T02:32:31Z,39.3185,-75.5071,4918,159,1403,3356,10,505.050505050505,22585,NA,3.2330215534770232,2319.3504791715445,NA,2020-05-02,May,2,DE
District of Columbia,2020-05-02T02:32:31Z,38.8974,-77.0268,4658,231,666,3761,11,660.0080198484163,21135,NA,4.959209961356805,2994.6907469936195,NA,2020-05-02,May,2,DC
Florida,2020-05-02T02:32:31Z,27.7663,-81.6868,34728,1314,0,33414,12,163.55976275356872,402699,5795,3.783690393918452,1896.6065682187104,16.686823312600783,2020-05-02,May,2,FL
Georgia,2020-05-02T02:32:31Z,33.0406,-83.6431,27489,1169,0,26320,13,271.110903778954,168367,5269,4.252610134963076,1660.5234652606916,19.16766706682673,2020-05-02,May,2,GA
Hawaii,2020-05-02T02:32:31Z,21.0943,-157.4983,619,16,526,77,15,43.72129686266145,31094,70,2.5848142164781907,2196.2358718054847,11.308562197092083,2020-05-02,May,2,HI
Idaho,2020-05-02T02:32:31Z,44.2405,-114.4788,2015,63,1175,777,16,125.11665653521864,29225,178,3.1265508684863526,1814.657214512042,8.833746898263028,2020-05-02,May,2,ID
Illinois,2020-05-02T02:32:31Z,40.3495,-88.9861,56055,2457,0,53598,17,477.64704699431724,284688,NA,4.383195076264383,2425.8385962843313,NA,2020-05-02,May,2,IL
Indiana,2020-05-02T02:32:31Z,39.8494,-86.2583,18630,1175,0,17455,18,284.688525081166,99639,NA,6.3070316693505095,1522.6022517746808,NA,2020-05-02,May,2,IN
Iowa,2020-05-02T02:32:31Z,42.0115,-93.2105,7884,170,2899,4815,19,300.8341623062121,45592,NA,2.156265854895992,1739.67923996256,NA,2020-05-02,May,2,IA
Kansas,2020-05-02T02:32:31Z,38.5266,-96.7265,4634,140,280,4214,20,190.03579267152432,33034,534,3.0211480362537766,1354.6919238478927,11.523521795425118,2020-05-02,May,2,KS
Kentucky,2020-05-02T02:32:31Z,37.6681,-84.6701,4882,246,1675,2961,21,142.61080599643094,56612,1375,5.038918476034413,1653.7244877242827,28.164686603850882,2020-05-02,May,2,KY
Louisiana,2020-05-02T02:32:31Z,31.1695,-91.8678,28711,1970,17303,9438,22,624.5233580132192,168251,NA,6.8614816620807355,3659.8056323040696,NA,2020-05-02,May,2,LA
Maine,2020-05-02T02:32:31Z,44.6939,-69.3819,1123,55,657,411,23,95.65538847331274,20669,177,4.897595725734639,1760.5531828627793,15.761353517364203,2020-05-02,May,2,ME
Maryland,2020-05-02T02:32:31Z,39.0639,-76.8021,23472,1080,1517,20875,24,394.92978268934866,120983,4718,4.601226993865031,2035.6079541200354,20.100545330606682,2020-05-02,May,2,MD
Massachusetts,2020-05-02T02:32:31Z,42.2302,-71.5301,64311,3716,0,60595,25,936.9629410767141,289636,6169,5.778171696910326,4219.77886211838,9.59244919220662,2020-05-02,May,2,MA
Michigan,2020-05-02T02:32:31Z,43.3266,-84.5361,42356,3866,8342,30148,26,531.6257448138689,190505,NA,9.127396354707715,2391.0983689622744,NA,2020-05-02,May,2,MI
Minnesota,2020-05-02T02:32:31Z,45.6945,-93.9002,5730,370,2282,3078,27,115.8407470737576,74829,1096,6.457242582897033,1512.7831174139978,19.12739965095986,2020-05-02,May,2,MN
Mississippi,2020-05-02T02:32:31Z,32.7416,-89.6787,7212,281,3413,3518,28,249.10144563115716,71548,1226,3.8962839711591792,2471.2576583496993,16.99944536882973,2020-05-02,May,2,MS
Missouri,2020-05-02T02:32:31Z,38.4561,-92.2884,8067,360,0,7707,29,137.67489678222688,82425,NA,4.462625511342506,1406.7005537715447,NA,2020-05-02,May,2,MO
Montana,2020-05-02T02:32:31Z,46.9219,-110.4544,453,16,397,40,30,52.3102540800266,14203,61,3.532008830022075,1640.09390441196,13.465783664459162,2020-05-02,May,2,MT
Nebraska,2020-05-02T02:32:31Z,41.1254,-98.2681,5008,73,0,4935,31,328.33488059834576,27385,NA,1.457667731629393,1795.4174730802113,NA,2020-05-02,May,2,NE
Nevada,2020-05-02T02:32:31Z,38.3135,-117.0554,5248,246,182,4820,32,173.96510156638203,43595,NA,4.6875,1445.1235904699743,NA,2020-05-02,May,2,NV
New Hampshire,2020-05-02T02:32:31Z,43.4525,-71.5639,2310,81,980,1249,33,173.92639976870046,22049,262,3.5064935064935066,1660.1312504329337,11.341991341991342,2020-05-02,May,2,NH
New Jersey,2020-05-02T02:32:31Z,40.2989,-74.521,121190,7538,15642,98010,34,1364.4157578254913,256545,NA,6.21998514728938,2888.3079510796324,NA,2020-05-02,May,2,NJ
New Mexico,2020-05-02T02:32:31Z,34.8405,-106.2485,3513,131,760,2622,35,210.6704934774904,67869,536,3.7290065471107314,4070.024401316196,15.257614574437802,2020-05-02,May,2,NM
New York,2020-05-02T02:32:31Z,42.1657,-74.9481,308314,24039,56187,228088,36,1828.5602447063568,927438,67180,7.796921320471986,5500.484104614044,21.789474367041393,2020-05-02,May,2,NY
North Carolina,2020-05-02T02:32:31Z,35.6301,-79.8064,11070,419,0,10651,37,111.61665175251755,133832,NA,3.7850045167118336,1349.4019636262808,NA,2020-05-02,May,2,NC
North Dakota,2020-05-02T02:32:31Z,47.5289,-99.78399999999999,1107,23,482,602,38,182.54735182662785,29525,86,2.077687443541102,4868.75389582763,7.768744354110208,2020-05-02,May,2,ND
Ohio,2020-05-02T02:32:31Z,40.3888,-82.7649,18743,1003,0,17740,39,167.73970677993103,140506,3634,5.351331163634423,1257.4526618375387,19.388571733447154,2020-05-02,May,2,OH
Oklahoma,2020-05-02T02:32:31Z,35.5653,-96.9289,3748,230,2467,1051,40,102.47061351682535,63552,715,6.136606189967983,1737.5166569427122,19.07684098185699,2020-05-02,May,2,OK
Oregon,2020-05-02T02:32:31Z,44.571999999999996,-122.0709,2579,104,0,2475,41,64.3611772580192,58176,591,4.032570763861962,1451.83243433987,22.915858860023263,2020-05-02,May,2,OR
Pennsylvania,2020-05-02T02:32:31Z,40.5908,-77.2098,49579,2635,0,46944,42,393.87496974180016,227448,NA,5.314750196655842,1806.9358824872013,NA,2020-05-02,May,2,PA
Rhode Island,2020-05-02T02:32:31Z,41.6809,-71.5118,8962,279,485,8198,44,845.981681409831,66648,937,3.1131443874135236,6291.339779357556,10.455255523320687,2020-05-02,May,2,RI
South Carolina,2020-05-02T02:32:31Z,33.8569,-80.945,6258,256,3622,2380,45,124.16728257580642,59379,1110,4.090763822307446,1178.1606059553867,17.737296260786195,2020-05-02,May,2,SC
South Dakota,2020-05-02T02:32:31Z,44.2998,-99.4388,2525,21,1686,818,46,343.12100145129995,17363,179,0.8316831683168316,2359.449484435216,7.089108910891089,2020-05-02,May,2,SD
Tennessee,2020-05-02T02:32:31Z,35.7478,-86.6923,11891,204,5546,6141,47,181.12914854067728,186132,1113,1.7155832141956102,2835.2477231665416,9.360020183331931,2020-05-02,May,2,TN
Texas,2020-05-02T02:32:31Z,31.0545,-97.5635,29692,840,14122,14730,48,129.18236724208046,351775,NA,2.8290448605685032,1530.4838756763725,NA,2020-05-02,May,2,TX
Utah,2020-05-02T02:32:31Z,40.15,-111.8624,4828,46,2062,2720,49,168.46471697020323,112558,403,0.9527754763877382,3927.5169040455958,8.347141673570837,2020-05-02,May,2,UT
Vermont,2020-05-02T02:32:31Z,44.0459,-72.7107,879,50,0,829,50,143.9588857352958,16233,NA,5.688282138794084,2658.5717771798145,NA,2020-05-02,May,2,VT
Virginia,2020-05-02T02:32:31Z,37.7693,-78.17,16902,581,2196,14125,51,213.75374182868083,105648,3654,3.437463022127559,1336.093676293721,21.61874334398296,2020-05-02,May,2,VA
Washington,2020-05-02T02:32:31Z,47.4009,-121.4905,14637,824,0,13813,53,193.8828805403553,193981,NA,5.629568900731024,2569.4879449408118,NA,2020-05-02,May,2,WA
West Virginia,2020-05-02T02:32:31Z,38.4912,-80.9545,1152,46,555,551,54,87.07496156456774,46844,NA,3.9930555555555554,3540.7460933425446,NA,2020-05-02,May,2,WV
Wisconsin,2020-05-02T02:32:31Z,44.2685,-89.6165,7314,327,3352,3635,55,141.34505063318292,79880,1544,4.470877768662838,1543.702849956064,21.110199617172547,2020-05-02,May,2,WI
Wyoming,2020-05-02T02:32:31Z,42.756,-107.3025,566,7,373,186,56,113.8283323948194,9695,56,1.2367491166077738,1949.762690049071,9.89399293286219,2020-05-02,May,2,WY
Alabama,2020-05-03T02:32:33Z,32.3182,-86.9023,7611,288,0,7323,1,162.31962442339852,92209,1023,3.7839968466692944,1966.5392521951323,13.44107213243989,2020-05-03,May,3,AL
Alaska,2020-05-03T02:32:33Z,61.3707,-152.4044,365,9,261,95,2,61.06241917594174,21399,NA,2.4657534246575343,3579.930706701308,NA,2020-05-03,May,3,AK
Arizona,2020-05-03T02:32:33Z,33.7298,-111.4312,8364,330,1565,6469,4,114.91036126284344,77997,1339,3.945480631276901,1071.5762132254902,16.00908656145385,2020-05-03,May,3,AZ
Arkansas,2020-05-03T02:32:33Z,34.9697,-92.3731,3372,72,1987,1313,5,130.2419789364885,51582,414,2.1352313167259784,1992.3314820587038,12.277580071174377,2020-05-03,May,3,AR
California,2020-05-03T02:32:33Z,36.1162,-119.6816,53347,2180,0,51167,6,136.05936653725635,686803,NA,4.086452846458095,1751.663282206821,NA,2020-05-03,May,3,CA
Colorado,2020-05-03T02:32:33Z,39.0598,-105.3111,16225,832,2553,12840,8,286.31613571861294,76949,2747,5.12788906009245,1357.8884639390783,16.9306625577812,2020-05-03,May,3,CO
Connecticut,2020-05-03T02:32:33Z,41.5978,-72.7554,29287,2436,4346,22505,9,821.4485958633906,100257,7758,8.317683613890122,2812.031682161913,26.489568750640217,2020-05-03,May,3,CT
Delaware,2020-05-03T02:32:33Z,39.3185,-75.5071,5038,168,1546,3324,10,517.3738195291672,23112,NA,3.33465660976578,2373.470368590336,NA,2020-05-03,May,3,DE
District of Columbia,2020-05-03T02:32:33Z,38.8974,-77.0268,4797,240,666,3891,11,679.7034073020295,22004,NA,5.003126954346467,3117.822341937431,NA,2020-05-03,May,3,DC
Florida,2020-05-03T02:32:33Z,27.7663,-81.6868,35463,1364,0,34099,12,167.0214197918051,416012,5945,3.846262301553732,1959.3073031167253,16.763951160364325,2020-05-03,May,3,FL
Georgia,2020-05-03T02:32:33Z,33.0406,-83.6431,28331,1177,0,27154,13,279.4151484216067,174800,5387,4.154459779040627,1723.9690778333575,19.014507077053405,2020-05-03,May,3,GA
Hawaii,2020-05-03T02:32:33Z,21.0943,-157.4983,620,16,532,72,15,43.79192900621987,31985,72,2.5806451612903225,2259.1691117160362,11.612903225806452,2020-05-03,May,3,HI
Idaho,2020-05-03T02:32:33Z,44.2405,-114.4788,2061,64,1215,782,16,127.97291767696555,29490,178,3.1052886948083454,1831.1117623938449,8.63658418243571,2020-05-03,May,3,ID
